cod_5;nome_5;descr_5
7.3.1.3.0;Addetti alla refrigerazione, trattamento igienico e prima trasformazione del latte;Le professioni comprese in questa unità conducono impianti e macchinari per la refrigerazione, l’igienizzazione, il primo trattamento del latte e la prima trasformazione del latte.
7.3.2.1.0;Conduttori di macchinari per la lavorazione e la conservazione della carne e del pesce;Le professioni comprese in questa unità conducono impianti e macchinari per la lavorazione e la conservazione della carne e del pesce, per tagliare, tritare e impastare carne e pesce, per essiccarli, salarli, affumicarli, insaccarli, cuocerli, inscatolarli e confezionarli in prodotti destinati al consumo alimentare.
7.3.2.2.0;Conduttori di apparecchi per la lavorazione industriale di prodotti lattiero – caseari;Le professioni comprese in questa unità conducono impianti e macchinari per la lavorazione industriale di prodotti lattiero-caseari, per centrifugare, pastorizzare, concentrare il latte, fermentarlo, cagliarlo, per produrre burro, panna, latticini, formaggi freschi, per stagionare formaggi e per lavorazioni e produzioni simili.
7.3.2.3.1;Conduttori di macchinari industriali per la lavorazione dei cereali;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la lavorazione dei cereali ovvero per la molitura dei cereali, l’abburattamento e la selezione delle farine.
7.3.2.3.2;Conduttori di macchinari industriali per la lavorazione delle spezie;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la pulitura, la selezione e la lavorazione delle spezie.
7.3.2.3.3;Conduttori di macchinari industriali per la lavorazione di prodotti a base di cereali;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la lavorazione e la produzione industriale di paste alimentari fresche e essiccate.
7.3.2.4.1;Conduttori di macchinari per la cernita e la calibratura di prodotti ortofrutticoli;Le professioni comprese in questa unità conducono impianti e macchinari industriali per il trattamento e la conservazione di prodotti agricoli freschi destinati al consumo, ovvero per la pulizia, la calibratura e la selezione di prodotti ortofrutticoli.
7.3.2.4.2;Conduttori di macchinari per la conservazione di frutta e verdura;Le professioni comprese in questa unità conducono impianti e macchinari industriali per il trattamento e la conservazione di prodotti agricoli freschi destinati al consumo, ovvero per la conservazione di frutta e verdura fresca e la loro lavorazione in prodotti conservati.
7.3.2.4.3;Conduttori di macchinari per la conservazione di legumi e riso;Le professioni comprese in questa unità conducono impianti e macchinari industriali per il trattamento e la conservazione di prodotti agricoli freschi destinati al consumo, ovvero per la vagliatura, pulitura, selezione, lavorazione e conservazione dei legumi e del riso.
7.3.2.4.4;Conduttori di macchinari per la produzione di oli di semi;Le professioni comprese in questa unità conducono impianti e macchinari industriali per il trattamento e la conservazione di prodotti agricoli freschi destinati al consumo, ovvero per la lavorazione dei semi e la successiva produzione di olii.
7.3.2.5.0;Conduttori di macchinari per la produzione e la raffinazione dello zucchero;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la lavorazione della materia prima (canna o barbabietola da zucchero) e la produzione e la raffinazione dello zucchero.
7.3.2.6.1;Conduttori di macchinari per la preparazione e la produzione del the, del caffè e del cacao;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la preparazione e la produzione del the, del caffè e del cacao, ovvero per l’essiccazione, il trattamento, la miscelazione, la torrefazione e la molitura dei chicchi di caffè, dei semi di cacao e delle foglie di the.
7.3.2.6.2;Conduttori di macchinari per la preparazione e la produzione della cioccolata;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la preparazione e la produzione della cioccolata, ovvero per la produzione, raffinazione e tempera della cioccolata e prodotti industriali a base di cioccolata.
7.3.2.7.0;Conduttori di macchinari per la lavorazione dei prodotti del tabacco;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la lavorazione del tabacco, per essiccarlo, trinciarlo, conciarlo miscelarlo e confezionarlo in sigari, sigarette, tavolette e polvere.
7.3.2.8.1;Addetti a macchinari industriali per la vinificazione;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la produzione del vino, ovvero per la vinificazione delle uve, la produzione, l’invecchiamento e la conservazione del vino.
7.3.2.8.2;Addetti a macchinari industriali per la produzione di birra;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la produzione della birra, ovvero per la fermentazione dei cereali, la preparazione dei mosti e per la preparazione, la lavorazione, l’invecchiamento e la conservazione della birra.
7.3.2.8.3;Addetti a macchinari industriali per la produzione di liquori, di distillati e di bevande alcoliche;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la distillazione di vinacce, di cereali e di puree di frutta o di altri vegetali fermentati, per l’infusione di erbe e semi aromatici in alcool e la lavorazione, la produzione, l’invecchiamento e la conservazione di liquori, distillati e bevande alcoliche.
7.3.2.8.4;Addetti a macchinari industriali per la produzione di bevande analcoliche e gassate;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la lavorazione di frutta, ortaggi ed altri prodotti naturali o aromatici e per la produzione e la conservazione di bevande analcoliche e gassate.
7.3.2.9.0;Conduttori di macchinari per la produzione di pasticceria e prodotti da forno;Le professioni comprese in questa unità conducono impianti e macchinari industriali per la produzione di pasticceria e di prodotti da forno, per miscelare e impastare farine e altri composti e per farcire, modellare, essiccare e cuocere.
7.4.1.1.0;Conduttori di convogli ferroviari;Le professioni comprese in questa unità conducono convogli ferroviari con propulsori diesel, elettrici o a vapore per il trasporto su rotaia di persone e merci.
7.4.1.2.0;Operatori di verifica, circolazione e formazione treni;"Le professioni comprese in questa unità controllano e azionano i dispositivi di frenatura dei convogli ferroviari in relazione alla loro composizione, i dispositivi di segnalazione dello stato del percorso ferroviario e del convoglio e di scambio; verificano e manutengono i dispositivi di sicurezza; eseguono la composizione e la scomposizione dei treni all'interno delle stazioni; manovrano e conducono altri mezzi rotabili e di trazione di supporto alle attività di sorveglianza, di mantenimento in sicurezza del traffico ferroviario e di manutenzione del materiale rotabile."
7.4.1.3.0;Manovratori di impianti a fune;Le professioni comprese in questa unità controllano e azionano i dispositivi di movimentazione e frenatura dei convogli funiviari e teleferici, in condizioni di sicurezza rispetto alle condizioni atmosferiche, alle portate massime e alle segnalazioni dei dispositivi di controllo.
7.4.2.1.0;Autisti di taxi, conduttori di automobili, furgoni e altri veicoli;Le professioni comprese in questa unità conducono motocicli, autoveicoli, furgoni, navette, autoambulanze e altri veicoli leggeri per il trasporto di merci o persone, dotati di motore a combustione interna o ad energia elettrica, ne effettuano il carico, lo scarico ed il rifornimento, facilitano la salita e la discesa dei passeggeri, gestiscono le relazioni economiche ed informative con gli stessi, agendo nel rispetto delle caratteristiche meccaniche del mezzo, delle condizioni viarie e delle norme applicabili.
7.4.2.2.0;Conduttori di autobus, di tram e di filobus;Le professioni comprese in questa unità guidano autobus, tram, filobus ed altri mezzi dotati di motore a combustione interna o ad energia elettrica, facilitano la salita e la discesa dei passeggeri, gestiscono le relazioni informative con gli stessi, nel rispetto degli itinerari, delle disposizione di corsa, delle condizioni viarie e delle norme di sicurezza applicabili.
7.4.2.3.0;Conduttori di mezzi pesanti e camion;Le professioni comprese in questa unità guidano autotreni e mezzi pesanti per il trasporto di merci, sovrintendono alle operazioni di carico e di scarico, provvedendo al rifornimento, agendo nel rispetto delle caratteristiche meccaniche, delle condizioni viarie e delle norme applicabili.
7.4.2.4.0;Conduttori di veicoli a trazione animale;Le professioni comprese in questa unità guidano veicoli a trazione animale, ne effettuano il carico e lo scarico, curano le condizioni dell'animale al traino, agendo nel rispetto delle caratteristiche dell’animale, del mezzo, delle condizioni viarie e delle norme applicabili.
7.4.3.1.0;Conduttori di trattori agricoli;Le professioni comprese in questa unità guidano trattori agricoli e macchine agricole per la semina, l’aratura e la concimazione dei terreni, agganciano e sganciano le motrici da carrelli e attrezzi, provvedendo al rifornimento e agendo nel rispetto delle caratteristiche meccaniche, delle condizioni del terreno e delle norme applicabili.
7.4.3.2.1;Conduttori di macchine raccoglitrici, trinciatrici e pressatrici agricole;"Le professioni comprese in questa unità guidano macchine agricole per mietere, trinciare, pressare e imballare fieno e paglia, ne curano l'efficienza, ne dirigono e controllano l'azione durante il lavoro sul terreno; provvedono al rifornimento, agendo nel rispetto delle caratteristiche meccaniche, delle condizioni del terreno e delle norme applicabili."
7.4.3.2.2;Conduttori di mietitrebbiatrici;Le professioni comprese in questa unità guidano macchine mietitrebbiatrici, ne curano l'efficienza, ne dirigono e controllano l'azione durante il lavoro sul terreno, provvedono al rifornimento, agendo nel rispetto delle caratteristiche meccaniche, delle condizioni del terreno, del tipo di raccolto e delle norme applicabili.
7.4.3.2.3;Conduttori di macchine per la raccolta di prodotti agricoli (barbabietole, patate, frutta, uva e ortive);Le professioni comprese in questa unità guidano macchine per la raccolta di prodotti agricoli (barbabietole, patate, frutta, uva e ortive), curano l'efficienza delle attrezzature, ne dirigono e controllano l'azione durante il lavoro sul terreno, provvedono al rifornimento, agendo nel rispetto delle caratteristiche meccaniche, delle condizioni del terreno, del tipo di raccolto e delle norme applicabili.
